timestamp,country,joboffer_id,cpc,partner_id_code,currency
2020-01-05 18:29:06.367061+00:00,us,893c67fd28689399af001bbe176fb001,0.2,365,EUR
2020-01-05 09:26:31.885931+00:00,de,80520d9876d3826a1d1467e009dde25b,0.22,376,EUR
2020-01-05 17:41:15.635084+00:00,nl,a8927c1e8e7240656b90ebfaa97041a4,0.21,361,USD
2020-01-05 05:08:23.623240+00:00,de,627a8a7144b4d7176c21a07630d85744,0.11,83,USD
2020-01-05 19:57:30.370840+00:00,fr,62cb49d4e390c5cf26c2f33003086c2d,0.01,289,USD
2020-01-05 06:21:05.684786+00:00,fr,1f72b6d85f358cd7b21f6454387637f3,0.12,289,EUR
2020-01-05 07:56:29.240791+00:00,de,4dacb1fdf28881918ca32c5135cfb872,0.04,156,EUR
2020-01-05 17:03:24.942486+00:00,fr,12b2d7c39e443900471060e2bbaeed89,0.15,185,GBP
2020-01-05 09:03:49.265803+00:00,nl,a18477b8ea189e4fb8e4e71df26774c1,0.18,227,EUR
2020-01-05 23:32:38.967565+00:00,de,a6b997b678b22bb6033a13c55b0b5898,0.11,169,EUR
2020-01-05 15:23:50.413275+00:00,nl,f03bfe084b21758321b4b05f75fd49a4,0.03,150,GBP
2020-01-05 15:46:02.744025+00:00,nl,43a1d54eaea821cb8f84e38d8f58ed7b,0.27,134,USD
2020-01-05 00:20:42.100186+00:00,de,0ed720937064d504d808f8954ef8c1b4,0.08,369,USD
2020-01-05 11:20:44.897019+00:00,nl,ea5a95090b83b1b38fd230150b65d50c,0.09,150,USD
2020-01-05 09:21:41.629453+00:00,de,c1ce655c393f7ed3a937b601266ad77a,0.08,344,EUR
2020-01-05 17:42:21.206356+00:00,de,72cbcef928adbdca60927d409a36c855,0.19,83,EUR
2020-01-05 16:51:49.325894+00:00,nl,2a03dc269baf8a8f3792fcefd1a4d63f,0.12,341,EUR
2020-01-05 10:42:41.027929+00:00,de,c5d6983723416a92c2c8ad3092368498,0.21,29,EUR
2020-01-05 00:03:20.007673+00:00,us,663199490d606b19d307ce71c31e8633,0.09,82,USD
2020-01-05 15:56:39.501913+00:00,de,3afff22605f9555a00015b9e87c9871b,0.1,156,EUR
2020-01-05 18:01:09.631477+00:00,de,5125b7c8accde2d65c5a10f794976639,0.0,174,EUR
2020-01-05 16:07:08.202773+00:00,fr,6d0987879d0b73f630be760c38fb395d,0.28,289,GBP
2020-01-05 08:49:34.402388+00:00,nl,b9dde1da6527e64e705396b91ef140fb,0.14,213,USD
2020-01-05 09:13:24.853558+00:00,fr,93e665a45c9726982973e63cb895fd1d,0.28,289,USD
2020-01-05 13:37:42.399123+00:00,de,7600dc1fec7846e48b7d98a7e4e45c54,0.03,373,EUR
2020-01-05 15:02:15.934624+00:00,de,008faae01166c7c42858444555b06213,0.06,156,EUR
2020-01-05 16:37:59.284586+00:00,fr,0f6b6fa2dadba4408b9f4db57296e712,0.04,234,EUR
2020-01-05 21:56:54.319668+00:00,fr,09be8c366830141f31abc74972311f7d,0.17,289,USD
2020-01-05 21:42:43.210243+00:00,fr,8e35e6c0c16d641908cf3a7a7a80bf2c,0.1,185,GBP
2020-01-05 21:28:42.442135+00:00,fr,da6f7b29830ff622151d873b52ed8cd3,0.1,37,EUR
2020-01-05 14:09:58.711028+00:00,de,b7b0c037dbf29fec4f5d7305953dfa3b,0.09,174,EUR
2020-01-05 13:25:11.680832+00:00,de,221022ef4f84648b23ace481b607dca7,0.13,369,USD
2020-01-05 13:40:40.121011+00:00,uk,36b59db0198337a2fe273a5b0d9fe575,0.26,157,EUR
2020-01-05 22:35:15.590242+00:00,fr,52d53ff532a92804ff40ead871f9d444,0.28,289,USD
2020-01-05 05:26:48.916786+00:00,fr,7b51ee65418b3c9caa4e795bbf7d6351,0.04,289,EUR
2020-01-05 19:02:43.210950+00:00,fr,3d72ce7d6909ca3d0002ac5a11d86d16,0.06,46,GBP
2020-01-05 19:27:03.604692+00:00,de,96ff9daadf434fb885df8bd5c79cad39,0.15,52,GBP
2020-01-05 18:41:16.683901+00:00,de,0cee3966c65b74e7ca31f8ed0d55de3d,0.27,29,EUR
2020-01-05 17:28:45.914635+00:00,uk,4b7ff3d762e90240cea1c04f66198cfe,0.24,347,EUR
2020-01-05 04:07:26.240095+00:00,fr,e25068619ef6d2c2cb6267dd957d0ae6,0.09,289,EUR
2020-01-05 17:39:39.145148+00:00,de,f86d960c863b3bda70efbc1974f00376,0.04,240,GBP
2020-01-05 09:36:10.018710+00:00,fr,9e4f474ffde6743b3f7496601a069035,0.18,215,GBP
2020-01-05 18:35:30.499160+00:00,nl,b6a1ec6ee0df593816bce78a28bcda60,0.15,391,EUR
2020-01-05 00:17:07.901707+00:00,fr,adb746bd15071120f97b7494a0dc2ed8,0.12,46,USD
2020-01-05 07:35:43.395380+00:00,de,4d7249d7401018b971721bab22416104,0.13,13,GBP
2020-01-05 12:07:04.009642+00:00,de,54f9139c881210a7caf6e74763f0a40f,0.22,83,GBP
2020-01-05 23:36:41.316796+00:00,fr,4b40b32f905aa5e47dcd3fc1cdfc7014,0.13,37,USD
2020-01-05 06:11:45.592835+00:00,de,112fbd832b43a8136a5ffa099db8b980,0.22,207,GBP
2020-01-05 08:02:55.420432+00:00,fr,27dbfe6b5fb285fa9148f07278d49b4d,0.23,289,EUR
2020-01-05 19:48:47.127913+00:00,fr,468e3fec59d70f74d9452d4fe43b3184,0.28,289,GBP
2020-01-05 21:47:29.989473+00:00,fr,c5b26cb84cd7ab6a7c6347cd7c95376a,0.08,289,USD
2020-01-05 20:46:10.368887+00:00,fr,d08abdfdefe16ce9c13693a50454274b,0.09,289,GBP
2020-01-05 19:19:36.097258+00:00,nl,5e7ad174c146e54cd20b89d4b1d1d532,0.14,150,USD
2020-01-05 14:24:26.978551+00:00,us,91df2ddd7f2628b170b064886114a2e7,0.14,242,USD
2020-01-05 03:11:02.384384+00:00,fr,8b8282f54b5af222e8fe25152955585d,0.22,215,USD
2020-01-05 07:28:13.317425+00:00,nl,1aac409143a87ef2c71ad6ac72b6a45e,0.14,341,USD
2020-01-05 15:22:35.259355+00:00,uk,4214cd364c619c63b51e88b0e93dab30,0.29,332,USD
2020-01-05 17:07:50.849339+00:00,nl,a17435ee0dc5f7d1ceee00970537eadd,0.18,391,EUR
2020-01-05 09:16:56.642070+00:00,nl,ba850c83a5dc36d2abcfb723d5401594,0.02,150,USD
2020-01-05 15:02:45.433375+00:00,de,f309e4bd868b9c1073e298fff3036ed6,0.07,83,USD
2020-01-05 10:14:01.494736+00:00,de,6dee0887451e58fef206fbeb188d9d9e,0.29,83,EUR
2020-01-05 12:43:38.648617+00:00,uk,c6fde40945b9c67c28c2eef7e095ffb0,0.26,230,USD
2020-01-05 17:57:10.340003+00:00,fr,f3106e3fb3b93a6ed80c93773f6605df,0.01,289,EUR
2020-01-05 18:01:43.017034+00:00,nl,2161c9d853596c442c95e9a3faef2dc8,0.17,273,EUR
2020-01-05 23:05:41.798152+00:00,fr,e8070356670ae646d242f43b47811e68,0.14,124,USD
2020-01-05 13:09:13.434016+00:00,uk,4cd46436dedcc8d048e421597cec5d3f,0.02,351,GBP
2020-01-05 02:43:20.789461+00:00,fr,ec2c5abd533378950fbd341b42f9d0bb,0.05,289,EUR
2020-01-05 01:39:21.335974+00:00,uk,0fbdea6675c08395f5d057842acaec1a,0.27,11,USD
2020-01-05 16:35:14.859918+00:00,fr,4547efb3251e3d9db1fd563b00cffe45,0.25,364,GBP
2020-01-05 10:44:09.393768+00:00,nl,67fbd2f9c4f450d359359dc3d35d7038,0.17,150,EUR
2020-01-05 18:23:10.504190+00:00,de,e1074b85bd54542f376b5f5cbbb4432f,0.26,386,USD
2020-01-05 01:11:13.980601+00:00,fr,079b17fadffa9248d612ca27d19815f7,0.16,289,EUR
2020-01-05 19:04:51.306501+00:00,nl,9c6be437efdcb9a850f253ddedb1edf3,0.29,339,GBP
2020-01-05 19:27:12.287574+00:00,nl,7ebf7294612c4531e5b6dcfb51ccbd8f,0.07,214,EUR
2020-01-05 19:28:29.843256+00:00,nl,f3052a7575cc18797d0bcbc6a6679754,0.1,150,GBP
2020-01-05 11:10:58.624032+00:00,fr,223109234d2f38b0be5ccedcff3de3a7,0.18,234,EUR
2020-01-05 16:37:18.366642+00:00,fr,271850a0ee95116c9d284321ae730cf0,0.1,289,USD
2020-01-05 01:56:59.939404+00:00,fr,5493a4c85d4de7b712cb9de0ab4da595,0.24,289,GBP
2020-01-05 21:03:01.102664+00:00,de,dc707b3ae462097679e1b9d65488c2e1,0.28,52,USD
2020-01-05 23:46:39.428431+00:00,de,6bddb14c4fb988b9b8008035ff26f904,0.2,156,USD
2020-01-05 07:56:39.032908+00:00,fr,20b8a91e834201e52825af8ea341861d,0.27,289,GBP
2020-01-05 09:13:03.789711+00:00,fr,a44166396677fa42e88d862e0c0e20f7,0.14,185,GBP
2020-01-05 11:43:51.450274+00:00,de,b690e0f28d67c3c68bd13ab211fe1cd0,0.03,169,USD
2020-01-05 08:25:29.350170+00:00,uk,2dc32e144de81d644a9494156ee501b9,0.21,158,EUR
2020-01-05 08:09:37.150541+00:00,de,5d198594c1ccb462265555871f2c3a93,0.12,83,GBP
2020-01-05 08:57:18.595143+00:00,de,f6eaaa6e81bff2482a666c023c21321c,0.07,381,GBP
2020-01-05 23:50:06.078669+00:00,de,c8d4c70cbc51181b74aa1ef8f0d0fb2d,0.2,291,GBP
2020-01-05 04:24:50.671719+00:00,de,aad7da0612f79980950877e6dd964eeb,0.09,28,USD
2020-01-05 04:17:55.838230+00:00,de,631665819b063bb13f307fa183f36568,0.29,240,USD
2020-01-05 07:21:00.974031+00:00,fr,63b7fc8ea617de79f56f6c360e82cfd2,0.3,289,USD
2020-01-05 04:32:06.291511+00:00,us,6489ddabc013601bf6222eec07d462f6,0.16,188,EUR
2020-01-05 15:57:08.536977+00:00,fr,9f1c8f14990b4ff281394490ffdefce6,0.22,289,GBP
2020-01-05 07:46:30.725486+00:00,nl,6b3f178d87743a27f8006a01d1f626d7,0.27,341,GBP
2020-01-05 03:35:00.527333+00:00,fr,7ca729201960e890b1531b49b88bffa1,0.11,289,GBP
2020-01-05 19:58:58.215850+00:00,de,199df2524f89886d47e77fa064a7c0c3,0.09,83,GBP
2020-01-05 19:26:42.739426+00:00,uk,528eb5b82d59f37af155794feb09e714,0.25,154,GBP
2020-01-05 16:35:52.015277+00:00,nl,ac636762fe24e81066fe5d72eaeb3aca,0.25,341,EUR
2020-01-05 15:16:36.664807+00:00,de,c297fb13a6164b27aee68b41d1cccb5d,0.06,312,USD
2020-01-05 10:05:00.436485+00:00,nl,0b5cc4d072da0a3376c7acc7af7678ae,0.14,356,USD
2020-01-05 14:54:09.107017+00:00,fr,964c551b407657fa37b6fc7cfa1e14d2,0.06,289,GBP
2020-01-05 20:01:26.101228+00:00,de,204b9390816502f9fb570cadf2f67ceb,0.07,83,USD
2020-01-05 07:55:13.514388+00:00,fr,ec5cd301457cdb57e9f42e8f221dcde0,0.23,289,GBP
2020-01-05 05:01:51.529476+00:00,fr,0e27665551b23048e2acf4c7a9e0c172,0.14,289,EUR
2020-01-05 17:53:02.130930+00:00,de,cc7a7c8a9fd8ef16e22c5c0b13b63fbd,0.06,156,USD
2020-01-05 08:43:13.637477+00:00,fr,9c0453f42be2adcb760a84d129cc92f7,0.08,289,EUR
2020-01-05 16:43:28.946068+00:00,fr,ae27a844b82af1cf9f1e02bf8d97de2a,0.06,234,GBP
2020-01-05 18:24:43.080085+00:00,de,0f0e2b0dbb577756794632fd0e2142a5,0.14,83,USD
2020-01-05 06:04:14.538125+00:00,fr,3129aff20c6d1ac0aaf3945dca4e7f70,0.15,289,EUR
2020-01-05 21:57:27.199625+00:00,fr,7296fa8e9e47cf72e15c8f2a8a37545c,0.09,289,GBP
2020-01-05 12:16:13.608187+00:00,nl,8d609e2647256054334f49e85a5e0e3c,0.15,227,USD
2020-01-05 11:52:55.040170+00:00,de,2b6ab28aac8be713da8de5810613b2e5,0.04,29,USD
2020-01-05 19:51:43.738847+00:00,de,b3dbd174818b038dc31a02bdec0131f9,0.09,178,GBP
2020-01-05 11:18:27.604485+00:00,nl,a9203e031555d58fb34145c0f9f62813,0.26,202,GBP
2020-01-05 08:19:45.845156+00:00,uk,fec5d563247339ed14f60e98828c2c04,0.01,24,EUR
2020-01-05 02:52:56.836002+00:00,fr,921c5c2d8df0752d0c7ee93117bcb3ca,0.1,143,EUR
2020-01-05 06:20:53.975861+00:00,de,9d1d7822c6e0faaa324cc1bf5661223d,0.19,83,EUR
2020-01-05 05:48:14.727425+00:00,fr,9c5202398038e3ad8b8018c1f1216037,0.25,289,GBP
2020-01-05 16:13:06.576511+00:00,de,7a9c61c692285938fc4e79494632cacd,0.3,148,USD
2020-01-05 11:03:16.814813+00:00,nl,7aa9d052c117ea64d36cd72c5378743b,0.25,356,GBP
2020-01-05 16:53:10.305712+00:00,de,5d6a7e05abca9f17141b2b090ba76ab9,0.21,29,GBP
2020-01-05 09:03:59.132211+00:00,fr,9eef6ddaabf4e4b922181a38263b141e,0.09,36,EUR
2020-01-05 18:07:26.245196+00:00,de,a47f1665004c6f10417c7fe64f569648,0.02,156,USD
2020-01-05 05:30:09.566993+00:00,fr,8a1f1d3af07291a807704a48f0e9073f,0.09,289,USD
2020-01-05 08:17:23.880454+00:00,nl,214fcb1275a8d064eb36543d81c6f23e,0.07,361,GBP
2020-01-05 02:51:13.628613+00:00,uk,25e0e4039b94a9946943c5609b61a0c4,0.13,157,USD
2020-01-05 20:14:16.759910+00:00,de,e69b21962156c4860307f2115a1cfd75,0.05,156,USD
2020-01-05 13:06:25.038520+00:00,fr,80024b4b8c6c7aacea4ec184a7971d8c,0.19,289,GBP
2020-01-05 22:11:18.962488+00:00,fr,e98d99da27a1ae8baa2148e1edf524e3,0.13,289,EUR
2020-01-05 16:55:40.395991+00:00,nl,6b6c8198ba4d3ee1abb0da4215480453,0.13,358,GBP
