timestamp,country,joboffer_id,cpc,partner_id_code,currency
2020-01-09 16:00:50.626787+00:00,us,8adf458cee6eb76237b49d698efe851e,0.29,222,GBP
2020-01-09 19:14:38.162174+00:00,fr,f9551d9750a98acd0125548cb260015d,0.0,289,GBP
2020-01-09 14:17:33.550545+00:00,nl,c671f66a586013c730d95f1e0162947d,0.17,228,GBP
2020-01-09 18:02:12.135662+00:00,nl,956ed05177d77d92ffaed53fba4a9922,0.22,183,GBP
2020-01-09 14:11:05.595972+00:00,fr,966cda3bbffe584a059e7403a46faf4b,0.22,289,GBP
2020-01-09 22:35:17.593465+00:00,uk,26d3ba8190c4655f951871413acae489,0.25,387,USD
2020-01-09 23:53:29.527137+00:00,fr,0425cb8743f17b53ae95cc3ccdaa2316,0.07,215,USD
2020-01-09 10:22:25.688645+00:00,nl,219cc88d2e0564ede38825381ebc7506,0.16,150,GBP
2020-01-09 11:28:46.641385+00:00,uk,96a591da67e4de542c4c259b242970b9,0.21,24,GBP
2020-01-09 10:57:40.026942+00:00,uk,3c7c617eb5850f417c01c0916eacb09b,0.13,387,GBP
2020-01-09 01:30:46.771311+00:00,nl,88f8be96d7bf84f5a2f7f81153258873,0.02,125,EUR
2020-01-09 16:02:42.367724+00:00,nl,c0f5e7b05352821b2d1960e839c5e404,0.02,150,GBP
2020-01-09 11:20:06.875739+00:00,fr,eb1a19d416b7ef529ad5e5abcfa73917,0.23,289,GBP
2020-01-09 09:01:58.698456+00:00,uk,309187c37625e6265e506aab0b32b7c5,0.3,387,EUR
2020-01-09 15:16:55.394515+00:00,nl,5b5ceb8fa765febe8c32a278f3ca3454,0.14,125,USD
2020-01-09 09:15:45.734409+00:00,nl,ac4d7a3a13dfd0b65faef083ece0d616,0.22,125,EUR
2020-01-09 08:36:14.344397+00:00,nl,9881ca1bbda9568e6741acae0b0dc052,0.17,74,USD
2020-01-09 22:42:51.485956+00:00,uk,2d811266520f2bdbf5db44b3895f5a28,0.04,333,EUR
2020-01-09 17:33:52.449955+00:00,nl,b32e53d04386348998dec17d3709aca2,0.25,227,USD
2020-01-09 11:56:04.273581+00:00,fr,e1bac012a360cf118e0e75b7a71e03d2,0.02,289,EUR
2020-01-09 19:03:16.297118+00:00,de,04768f2a42335b4fb25d3401e215ace0,0.1,314,EUR
2020-01-09 03:53:06.683307+00:00,uk,add009b2ba014d93f79cffe7d677d395,0.29,11,USD
2020-01-09 12:40:23.018473+00:00,uk,f01fd49f08e1ec05d0fd31d64be36c12,0.12,351,EUR
2020-01-09 09:29:40.254785+00:00,fr,1a16edc6a4e8607edffc5445106c86d6,0.03,289,USD
2020-01-09 08:10:12.434776+00:00,nl,7c82766e7aca64cbdbb7e5f0b0ee28be,0.19,228,GBP
2020-01-09 14:17:58.304813+00:00,fr,54a6a6fe8a99b822545397c6d51ae66f,0.25,289,USD
2020-01-09 13:00:01.474745+00:00,uk,4d46f3a493c0861d3a92e6b4a462683f,0.23,347,EUR
2020-01-09 17:14:52.489806+00:00,uk,461ec8d0e49e69318415d1d7c1856ae0,0.3,390,USD
2020-01-09 17:53:48.853511+00:00,nl,a012a2d4a8daed561334dbce60ab2f0a,0.23,10,USD
2020-01-09 03:17:33.746441+00:00,nl,9b822ca7f84be908687359efe3141b3e,0.21,270,USD
2020-01-09 04:54:14.069095+00:00,de,81cad6447edda501dc47c912707f86bf,0.24,179,EUR
2020-01-09 18:22:28.466145+00:00,nl,1d53439ea51d3390135dbd04b4a7c1ec,0.13,372,EUR
2020-01-09 13:34:11.541546+00:00,uk,68118599c37bc31bfe1e85211f14b524,0.05,24,EUR
2020-01-09 14:31:19.698963+00:00,fr,22cddfcaf8f3ccf93c1d9a89dbd986c4,0.3,215,USD
2020-01-09 11:53:04.325473+00:00,fr,ca29304605ea6fe03c69c58b575a0775,0.25,37,EUR
2020-01-09 21:19:52.807539+00:00,de,20c47ff3d3a118c94d4a573c2d0cef1e,0.12,109,GBP
2020-01-09 16:03:59.534246+00:00,nl,58f646e7d6965a0a80065abe825044a6,0.12,141,USD
2020-01-09 14:15:56.415435+00:00,fr,3374b12ec7ce12ae456f232da3dde27f,0.05,289,EUR
2020-01-09 17:03:21.461110+00:00,fr,4b819cf702b46a945fcb7e9c9d26d2ce,0.02,76,EUR
2020-01-09 22:52:33.304629+00:00,fr,0fda7c90f31f2d81c9565959fd32a27c,0.11,289,GBP
2020-01-09 22:01:32.216796+00:00,us,106f55dfd55e29b64edc4e3706964468,0.05,82,GBP
2020-01-09 14:55:37.189780+00:00,de,3d94f8057c82f93cf234098f9dbab720,0.19,178,USD
2020-01-09 08:32:32.535602+00:00,nl,06741f8e76e9382fcc801d6da254e78b,0.08,228,GBP
2020-01-09 04:55:12.710973+00:00,de,d6529e5b1c5c687baa24ec9eb9196b1f,0.11,179,EUR
2020-01-09 07:39:54.003617+00:00,nl,67283787b5592ff32d239a2bc2b6f444,0.07,150,USD
2020-01-09 07:28:58.257173+00:00,nl,b6a01bc01405c87afce504b463f6f6a1,0.15,227,EUR
2020-01-09 17:55:27.286362+00:00,nl,a9c481f80af6d934a46b67d5199c8a8f,0.11,280,GBP
2020-01-09 19:43:07.186902+00:00,us,4e0536ea2be7549e08c9d775925247ee,0.03,242,USD
2020-01-09 15:02:52.476362+00:00,fr,cdaa8e6e681c4868e48dea8fc487e3ed,0.19,215,EUR
2020-01-09 17:47:39.144604+00:00,de,1d544928cbaca546004021cd3c65f641,0.3,28,GBP
2020-01-09 13:03:52.264451+00:00,nl,6125c2b3c7cc24ea566fadf3e6d8287d,0.22,206,EUR
2020-01-09 20:39:03.633951+00:00,nl,dea82165347ec87e68f163c88574358d,0.09,228,GBP
2020-01-09 07:15:07.847100+00:00,nl,2273dfa73c668f108bfb1d40da2e85d3,0.06,214,USD
2020-01-09 17:34:59.408509+00:00,nl,43633b9f06a951621be059a33b971e84,0.05,214,USD
2020-01-09 23:36:47.610146+00:00,nl,0b7cb256d3d984a962ecb61c3bdc2eb9,0.24,226,GBP
2020-01-09 18:53:39.917629+00:00,fr,f39a3210fd1ad16b28f29a722eeaf283,0.27,289,GBP
2020-01-09 15:39:29.494012+00:00,fr,6222db14bd12ebc737354f59b19e5250,0.28,145,USD
2020-01-09 16:09:28.655448+00:00,fr,d61e9f87310c4ccd33f9afa69b6c91df,0.24,210,EUR
2020-01-09 03:48:50.754780+00:00,uk,4c60d57dabe5a067fb8f5cecfd7c0b8b,0.29,11,USD
2020-01-09 06:24:50.124957+00:00,nl,791416f2ac5ca93356035d2a0827ca44,0.15,125,USD
2020-01-09 23:44:40.746708+00:00,fr,73d0943ab1213757a4942cf4ebaa8a08,0.13,234,GBP
2020-01-09 22:41:53.722568+00:00,uk,25b57e046c2bdf311f7fa3c73c2bf4a9,0.05,337,GBP
2020-01-09 13:43:46.768084+00:00,de,0f904145b1a6f00593827d92fa16f298,0.1,47,EUR
2020-01-09 14:13:56.366065+00:00,nl,c45a202ec99b753b8cda8570dd58df64,0.1,367,GBP
2020-01-09 19:39:34.773360+00:00,nl,489f26064d2d161c74c2572ac79b8904,0.01,228,USD
2020-01-09 13:27:12.880359+00:00,nl,406e79564b0438048763ecff70aaae5a,0.19,353,GBP
2020-01-09 10:51:42.161919+00:00,de,8bd8a5b05597bce223f7d0b9f9697ca5,0.02,344,GBP
2020-01-09 20:29:03.879694+00:00,nl,bf719b6cef07e1ff70f273fae99566f8,0.06,228,EUR
2020-01-09 19:24:13.290697+00:00,nl,a29e9dd83002933110bc5bf3a9a91542,0.29,141,USD
2020-01-09 10:54:50.807378+00:00,nl,3a32a85753d41e9951d9fcbc2c3623ac,0.08,150,GBP
2020-01-09 04:12:21.814985+00:00,nl,0ef8602d383c8b20a64d35575b53ec04,0.02,253,USD
2020-01-09 10:12:57.165352+00:00,nl,9fee454f69f9e9465b5a5ecbe1734f8d,0.02,280,USD
2020-01-09 04:49:18.259873+00:00,de,9c5427ad7ef9dfc95acb27ca43e76e4c,0.13,240,USD
2020-01-09 02:12:36.567931+00:00,uk,a6e1306291b62ce4d53fec0643be8943,0.25,387,EUR
2020-01-09 12:09:45.510399+00:00,nl,721601fbbdc7d645072c4a490f473ca1,0.01,293,GBP
2020-01-09 06:57:15.676337+00:00,nl,fd5bb3e82b175399e3c065b16c6b74a1,0.05,228,USD
2020-01-09 10:05:24.087040+00:00,uk,052561fc449462203663ff8bdbedd4fb,0.23,351,GBP
2020-01-09 19:43:57.638888+00:00,uk,5411eaea4b147a7f53fee90edcd16c40,0.13,351,GBP
2020-01-09 20:54:56.633020+00:00,de,bc1aaf44732cd61aca10b19098075a62,0.25,165,GBP
2020-01-09 16:15:14.425094+00:00,uk,15207c1241e35a7c419e736e283ec2ae,0.22,387,USD
2020-01-09 08:25:44.692800+00:00,nl,ac41822bd71c01c85b5228c093052346,0.02,353,EUR
2020-01-09 10:11:06.333571+00:00,nl,cf44041e8c86ab6694509a1be5a773c4,0.02,150,GBP
2020-01-09 10:09:15.215423+00:00,de,bbc25b180a2bb8dddba3c981a3cfd0d3,0.3,315,EUR
2020-01-09 23:25:47.500808+00:00,uk,0e71afe00633620dfd376e3da740894f,0.24,347,USD
2020-01-09 17:23:23.608011+00:00,uk,a84948c875919c4a3082594479ba276f,0.05,157,USD
